Income,TotalSpend,Recency,CustomerTenure,NumDealsPurchases,NumWebVisitsMonth,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,TotalChildren,Cluster,ClusterName,TotalPurchases
75507.0,1440,56,11.67,1,3,8,6,6,0,1,Deal driven customers,20
63855.0,1006,28,12.89,1,4,7,3,13,0,1,Deal driven customers,23
62220.0,1226,55,13.39,5,6,7,6,5,1,0,High value loyal customers,18
58512.0,1171,25,12.28,5,8,3,4,8,1,0,High value loyal customers,15
40662.0,92,0,12.8,2,4,2,1,3,1,2,Family budget customers,6
38829.0,99,86,11.74,1,5,3,2,2,1,3,At risk customers,7
35523.0,66,8,12.24,2,7,3,0,3,1,3,At risk customers,6
79146.0,564,33,11.69,2,6,8,1,8,2,0,High value loyal customers,17
78285.0,1427,13,12.18,1,3,6,4,10,0,1,Deal driven customers,20
31626.0,86,12,12.64,1,7,2,1,2,1,2,Family budget customers,5
75127.0,833,92,11.61,1,1,2,11,5,0,1,Deal driven customers,18
48726.0,242,90,12.68,3,6,3,2,4,1,0,High value loyal customers,9
74985.0,1869,8,13.3,1,2,3,6,7,0,1,Deal driven customers,16
67430.0,1364,6,13.32,1,6,11,5,12,0,1,Deal driven customers,28
46891.0,183,91,12.33,1,4,2,1,4,1,3,At risk customers,7
62058.0,450,52,12.6,4,6,6,1,7,1,0,High value loyal customers,14
72063.0,758,3,12.5,2,2,5,2,12,1,1,Deal driven customers,19
78939.0,1507,57,12.05,1,3,8,5,6,0,1,Deal driven customers,19
42720.0,654,9,12.69,8,8,7,3,7,2,0,High value loyal customers,17
33622.0,81,22,12.72,3,7,2,0,4,2,2,Family budget customers,6
6835.0,137,76,13.06,0,20,0,0,1,1,2,Family budget customers,1
41452.0,16,86,12.82,1,7,1,0,2,2,3,At risk customers,3
40760.0,93,64,12.34,2,6,2,1,3,1,3,At risk customers,6
74250.0,1158,90,11.93,1,1,2,11,4,0,1,Deal driven customers,17
51124.0,43,79,12.04,2,3,1,0,3,2,3,At risk customers,4
72258.0,1525,28,12.3,2,2,6,9,5,1,1,Deal driven customers,20
71466.0,1230,86,11.74,1,1,4,4,10,0,1,Deal driven customers,18
36283.0,29,42,11.72,2,4,1,0,3,2,3,At risk customers,4
20587.0,25,39,11.64,1,7,1,1,2,1,3,At risk customers,4
30467.0,24,8,11.79,1,7,1,0,2,1,3,At risk customers,3
31590.0,38,40,12.54,1,8,1,0,3,1,2,Family budget customers,4
20425.0,57,5,13.17,2,7,2,0,3,1,2,Family budget customers,5
17144.0,47,96,11.87,5,7,3,0,4,2,3,At risk customers,7
42564.0,813,28,12.99,6,7,6,8,4,1,0,High value loyal customers,18
43783.0,629,22,11.59,6,7,7,1,8,1,0,High value loyal customers,16
40780.0,377,30,13.31,4,9,7,1,5,1,0,High value loyal customers,13
62847.0,1612,45,12.96,1,2,3,6,4,0,1,Deal driven customers,13
82017.0,729,58,13.15,1,2,5,4,7,0,1,Deal driven customers,16
16813.0,50,49,12.45,1,7,2,0,3,0,2,Family budget customers,5
51267.0,270,37,12.17,4,4,3,3,5,2,0,High value loyal customers,11
46524.0,177,70,12.74,2,3,1,1,5,1,3,At risk customers,7
45183.0,315,33,12.95,1,7,4,1,7,0,0,High value loyal customers,12
70421.0,767,98,11.51,3,6,10,3,7,1,0,High value loyal customers,20
60161.0,1071,17,13.19,3,8,11,4,8,1,0,High value loyal customers,23
73926.0,1580,54,12.83,1,3,6,5,12,0,1,Deal driven customers,23
19329.0,60,39,12.05,3,8,4,0,3,1,2,Family budget customers,7
61872.0,573,81,12.05,4,4,4,4,9,1,0,High value loyal customers,17
46984.0,41,71,12.77,1,5,1,0,3,2,3,At risk customers,4
34838.0,170,62,12.95,3,6,2,1,4,2,2,Family budget customers,7
82716.0,1167,8,12.15,1,2,6,8,13,0,1,Deal driven customers,27
48192.0,1526,76,12.74,3,8,2,8,12,0,0,High value loyal customers,22
49681.0,458,66,12.16,6,7,7,1,7,2,0,High value loyal customers,15
56850.0,63,83,11.78,1,2,1,1,3,1,3,At risk customers,5
55267.0,405,28,12.19,4,3,3,4,6,1,0,High value loyal customers,13
59666.0,1027,87,12.78,7,8,3,2,8,2,0,High value loyal customers,13
72504.0,1478,43,12.74,2,2,5,9,6,1,1,Deal driven customers,20
26872.0,72,0,12.21,1,6,1,1,2,0,2,Family budget customers,4
21359.0,48,1,12.7,2,8,2,0,3,1,2,Family budget customers,5
73170.0,726,1,11.59,1,2,5,4,6,0,1,Deal driven customers,15
52750.0,860,72,12.9,6,4,5,7,9,1,0,High value loyal customers,21
91820.0,1497,72,12.1,0,1,5,5,12,0,1,Deal driven customers,22
65968.0,495,12,11.64,2,3,5,4,7,1,1,Deal driven customers,16
30772.0,20,89,11.81,1,6,1,0,2,2,3,At risk customers,3
22507.0,570,67,13.1,3,9,10,2,4,0,0,High value loyal customers,16
65685.0,769,54,11.76,1,5,9,2,9,1,1,Deal driven customers,20
25804.0,55,34,12.33,2,8,2,0,3,1,2,Family budget customers,5
76412.0,1808,15,12.66,1,3,5,4,8,0,1,Deal driven customers,17
22063.0,55,43,12.4,2,7,2,0,3,1,2,Family budget customers,5
57091.0,577,0,11.55,1,5,7,3,7,0,1,Deal driven customers,17
22419.0,162,74,12.7,1,8,3,2,2,0,2,Family budget customers,7
87771.0,1957,61,12.61,1,6,5,10,4,1,1,Deal driven customers,19
78353.0,1576,51,12.71,1,8,10,2,11,1,0,High value loyal customers,23
93404.0,1616,97,12.65,3,5,3,4,7,3,0,High value loyal customers,14
37859.0,36,75,12.97,2,8,1,0,3,3,3,At risk customers,4
80995.0,1482,83,12.64,1,4,8,9,4,1,1,Deal driven customers,21
16529.0,22,23,11.84,1,6,1,0,3,1,2,Family budget customers,4
55412.0,63,65,12.11,1,5,2,0,3,2,3,At risk customers,5
48789.0,680,94,13.31,1,6,6,4,7,0,1,Deal driven customers,17
56575.0,542,42,12.66,3,5,7,3,7,2,0,High value loyal customers,17
25130.0,50,10,12.25,2,7,2,0,3,1,2,Family budget customers,5
35441.0,39,94,12.88,2,8,1,0,3,2,2,Family budget customers,4
71391.0,1043,50,12.76,5,3,6,5,12,1,0,High value loyal customers,23
49494.0,385,46,12.68,2,7,6,1,5,1,0,High value loyal customers,12
81702.0,1633,98,13.27,1,3,7,7,12,0,1,Deal driven customers,26
45889.0,46,42,12.5,1,6,1,0,3,1,3,At risk customers,4
56628.0,761,30,11.78,2,5,7,6,5,1,0,High value loyal customers,18
34026.0,76,11,12.41,3,5,2,1,3,2,3,At risk customers,6
40049.0,290,61,13.09,3,5,3,2,6,1,0,High value loyal customers,11
34176.0,89,12,11.64,4,6,3,0,4,1,3,At risk customers,7
19419.0,70,76,13.14,4,9,4,0,3,1,2,Family budget customers,7
82504.0,1066,2,12.43,1,1,3,6,7,0,1,Deal driven customers,16
81205.0,2009,43,11.96,1,2,5,6,7,0,1,Deal driven customers,18
61618.0,1345,27,13.25,2,3,3,6,8,0,1,Deal driven customers,17
55284.0,764,60,13.02,3,5,7,5,8,1,0,High value loyal customers,20
49980.0,195,79,12.19,2,5,3,1,5,1,3,At risk customers,9
15072.0,53,96,12.64,4,5,3,1,3,2,2,Family budget customers,7
49166.0,368,17,12.55,2,6,5,3,3,1,0,High value loyal customers,11
65324.0,544,0,11.97,3,4,6,2,9,1,0,High value loyal customers,17
82347.0,1853,38,13.15,1,3,7,7,10,0,1,Deal driven customers,24
30843.0,35,43,11.6,2,5,1,1,2,2,3,At risk customers,4
46374.0,446,1,11.79,3,8,7,1,7,1,0,High value loyal customers,15
60474.0,1180,25,12.75,7,7,10,2,12,1,0,High value loyal customers,24
38576.0,41,2,11.83,1,7,1,0,3,1,3,At risk customers,4
55357.0,727,66,12.86,3,5,6,2,11,2,0,High value loyal customers,19
37758.0,40,49,13.24,2,8,1,0,3,2,2,Family budget customers,4
85710.0,1062,5,12.66,1,2,6,9,10,0,1,Deal driven customers,25
23228.0,40,71,11.93,2,8,2,0,3,1,3,At risk customers,5
44602.0,292,35,11.87,6,8,6,1,4,2,0,High value loyal customers,11
7500.0,15,94,12.98,1,6,0,0,3,0,2,Family budget customers,3
38683.0,341,80,13.24,6,7,4,1,6,1,0,High value loyal customers,11
49514.0,369,61,12.04,2,7,6,1,4,1,0,High value loyal customers,11
57906.0,401,29,12.56,3,4,4,2,8,1,0,High value loyal customers,14
43456.0,393,0,12.77,3,5,5,1,8,1,0,High value loyal customers,14
19485.0,10,80,12.27,1,7,1,0,2,2,3,At risk customers,3
53172.0,486,54,12.65,3,3,2,3,8,1,0,High value loyal customers,13
30545.0,69,71,13.21,2,7,2,0,3,1,2,Family budget customers,5
70123.0,1727,27,12.26,1,3,5,7,4,0,1,Deal driven customers,16
62450.0,995,61,11.98,2,3,5,5,4,1,1,Deal driven customers,14
21675.0,45,55,11.56,3,7,4,0,3,1,3,At risk customers,7
42395.0,182,35,11.74,4,7,3,1,4,2,3,At risk customers,8
61346.0,989,34,12.24,1,3,5,7,10,1,1,Deal driven customers,22
80812.0,1677,95,12.29,1,2,4,8,5,0,1,Deal driven customers,17
42835.0,595,64,12.5,7,6,6,6,4,2,0,High value loyal customers,16
39922.0,156,30,12.88,2,8,3,0,4,1,2,Family budget customers,7
86424.0,1226,12,11.74,1,1,6,9,12,0,1,Deal driven customers,27
17117.0,128,96,12.95,4,9,3,1,3,1,2,Family budget customers,7
24762.0,86,16,11.89,3,8,3,1,2,1,3,At risk customers,6
35797.0,68,16,13.21,2,8,2,0,3,1,2,Family budget customers,5
36627.0,16,78,12.44,1,5,0,0,3,2,3,At risk customers,3
51111.0,55,83,11.53,2,6,2,0,3,2,3,At risk customers,5
86857.0,2114,96,13.3,1,2,5,6,10,0,1,Deal driven customers,21
82072.0,2018,67,12.5,1,1,3,2,13,0,1,Deal driven customers,18
46231.0,263,87,13.1,4,9,6,1,4,3,0,High value loyal customers,11
42243.0,55,34,12.05,2,7,2,0,3,2,3,At risk customers,5
51195.0,564,46,12.75,8,8,9,2,5,2,0,High value loyal customers,16
68092.0,1281,7,12.04,2,5,2,6,10,0,1,Deal driven customers,18
31814.0,83,73,12.89,2,9,2,0,3,1,2,Family budget customers,5
51390.0,353,54,13.31,6,5,5,2,5,2,0,High value loyal customers,12
76630.0,1003,93,11.96,1,1,3,10,11,0,1,Deal driven customers,24
26868.0,14,52,11.67,1,7,1,0,2,1,3,At risk customers,3
48948.0,902,53,12.91,2,6,7,10,5,0,0,High value loyal customers,22
55260.0,1139,81,13.05,2,6,8,10,5,1,0,High value loyal customers,23
64090.0,797,8,12.4,1,5,6,9,4,1,1,Deal driven customers,19
78331.0,1638,97,11.94,2,4,10,6,7,1,1,Deal driven customers,23
37087.0,401,50,12.39,3,6,4,2,8,1,0,High value loyal customers,14
21846.0,84,38,12.19,4,8,4,0,3,1,2,Family budget customers,7
81320.0,928,61,12.9,1,2,4,3,10,0,1,Deal driven customers,17
54137.0,203,46,12.38,2,6,4,1,4,1,0,High value loyal customers,9
66825.0,858,73,12.47,1,2,4,5,6,0,1,Deal driven customers,15
57100.0,409,19,12.07,1,3,3,3,6,0,1,Deal driven customers,12
58917.0,282,10,12.77,5,5,4,1,6,3,0,High value loyal customers,11
85072.0,1423,94,11.73,1,0,3,4,10,0,1,Deal driven customers,17
86429.0,1449,10,12.11,0,2,7,4,7,0,1,Deal driven customers,18
45684.0,28,37,12.08,1,7,1,0,2,1,3,At risk customers,3
47889.0,67,94,11.99,1,5,2,0,3,1,3,At risk customers,5
45921.0,199,23,11.81,1,4,2,1,6,0,3,At risk customers,9
78420.0,1453,75,12.51,1,1,3,10,8,0,1,Deal driven customers,21
75114.0,1253,40,12.15,1,2,3,10,5,0,1,Deal driven customers,18
52278.0,1198,24,12.93,6,8,10,5,10,1,0,High value loyal customers,25
35641.0,178,11,12.47,2,7,3,1,4,1,2,Family budget customers,8
95529.0,1990,29,13.08,1,3,7,3,7,0,1,Deal driven customers,17
62820.0,976,51,12.64,1,1,3,4,6,0,1,Deal driven customers,13
73113.0,1001,86,12.01,1,2,3,4,7,0,1,Deal driven customers,14
84169.0,1919,9,12.4,1,3,7,6,6,0,1,Deal driven customers,19
42607.0,350,30,12.12,2,3,3,2,7,1,1,Deal driven customers,12
74637.0,1650,73,12.62,1,3,6,9,9,0,1,Deal driven customers,24
46015.0,46,25,11.72,1,7,1,0,3,2,3,At risk customers,4
72354.0,1228,67,12.71,1,1,2,10,6,0,1,Deal driven customers,18
39858.0,95,67,12.93,1,6,2,0,4,1,2,Family budget customers,6
34469.0,62,58,11.66,3,4,1,1,4,2,3,At risk customers,6
83033.0,1761,82,11.62,1,5,11,4,10,1,1,Deal driven customers,25
24401.0,467,98,13.33,3,8,6,1,6,0,0,High value loyal customers,13
77583.0,1149,93,11.89,1,2,4,5,9,0,1,Deal driven customers,18
74116.0,2052,53,12.0,1,2,4,4,10,0,1,Deal driven customers,18
74293.0,1127,66,11.66,1,2,5,4,6,0,1,Deal driven customers,15
68397.0,1416,6,12.12,1,3,6,9,5,1,1,Deal driven customers,20
79632.0,1113,42,11.73,1,2,6,4,9,0,1,Deal driven customers,19
46107.0,125,78,11.89,1,3,1,1,4,1,3,At risk customers,6
64950.0,966,29,13.39,2,7,11,2,10,1,0,High value loyal customers,23
25443.0,32,82,13.02,1,8,1,0,3,1,2,Family budget customers,4
75127.0,833,92,11.61,1,1,2,11,5,0,1,Deal driven customers,18
32892.0,46,78,11.6,2,8,3,0,3,1,3,At risk customers,6
71796.0,960,54,12.19,1,4,9,3,4,0,1,Deal driven customers,16
67536.0,1829,45,12.61,3,8,11,5,11,1,0,High value loyal customers,27
55239.0,779,59,12.47,3,5,7,5,11,1,0,High value loyal customers,23
60554.0,811,8,12.39,2,6,8,4,9,1,0,High value loyal customers,21
64831.0,1120,51,12.56,8,6,6,3,5,2,0,High value loyal customers,14
56067.0,725,51,12.45,2,5,7,4,7,1,0,High value loyal customers,18
82025.0,1187,76,12.59,1,1,3,2,6,0,1,Deal driven customers,11
94384.0,2302,62,12.83,0,2,5,8,5,0,1,Deal driven customers,18
14906.0,66,86,13.02,3,7,2,1,3,0,2,Family budget customers,6
51563.0,1250,60,13.25,1,8,4,4,10,0,1,Deal driven customers,18
57937.0,683,56,11.87,3,3,4,4,9,1,1,Deal driven customers,17
68274.0,305,83,12.25,2,3,4,2,5,2,0,High value loyal customers,11
39771.0,50,92,12.07,1,4,2,0,3,1,3,At risk customers,5
67893.0,995,31,13.25,2,8,3,2,9,1,0,High value loyal customers,14
27922.0,41,80,11.64,1,4,2,0,3,1,3,At risk customers,5
52190.0,77,39,11.65,3,5,2,1,3,2,3,At risk customers,6
44051.0,171,20,12.92,4,6,3,1,4,2,0,High value loyal customers,8
42767.0,131,53,12.64,1,8,3,1,2,2,3,At risk customers,6
46106.0,54,84,11.64,1,6,1,1,2,2,3,At risk customers,4
16927.0,53,50,12.89,5,8,3,0,4,2,2,Family budget customers,7
59754.0,475,96,13.08,3,5,5,2,6,1,0,High value loyal customers,13
53700.0,694,94,13.37,4,5,5,5,8,1,0,High value loyal customers,18
59041.0,96,25,11.65,2,5,2,0,4,2,3,At risk customers,6
54237.0,361,48,12.68,4,6,5,2,5,1,0,High value loyal customers,12
70647.0,1079,65,13.28,2,2,4,7,13,1,1,Deal driven customers,24
52597.0,578,69,11.65,3,5,6,3,8,1,0,High value loyal customers,17
41021.0,64,12,13.0,2,6,2,0,3,1,2,Family budget customers,5
40233.0,149,84,12.21,5,6,2,1,5,1,3,At risk customers,8
50183.0,231,47,11.52,7,5,3,1,6,2,0,High value loyal customers,10
54753.0,728,87,12.3,3,4,5,2,11,1,0,High value loyal customers,18
92955.0,1778,35,12.37,1,2,6,7,9,0,1,Deal driven customers,22
33471.0,93,47,13.22,3,7,3,0,4,1,2,Family budget customers,7
34596.0,23,48,12.72,1,8,1,0,2,1,2,Family budget customers,3
44010.0,662,46,13.22,6,9,10,2,6,1,0,High value loyal customers,18
84219.0,1198,27,11.91,1,1,3,4,10,0,1,Deal driven customers,17
40706.0,81,37,12.95,4,7,3,0,4,3,3,At risk customers,7
15716.0,92,8,13.13,3,8,3,0,4,1,2,Family budget customers,7
59052.0,491,29,12.12,3,5,7,1,7,1,0,High value loyal customers,15
80573.0,1564,85,13.21,1,2,4,6,13,0,1,Deal driven customers,23
83715.0,926,2,11.91,1,0,2,8,13,0,1,Deal driven customers,23
82576.0,1910,66,13.42,1,1,2,4,12,0,1,Deal driven customers,18
56962.0,411,60,12.22,7,7,6,3,5,3,0,High value loyal customers,14
35704.0,94,54,11.99,3,4,2,0,4,2,3,At risk customers,6
53103.0,1085,70,12.3,5,7,10,6,7,1,0,High value loyal customers,23
46779.0,23,55,12.47,1,4,0,1,2,2,3,At risk customers,3
4861.0,6,20,11.53,0,14,0,0,0,0,2,Family budget customers,0
33462.0,54,78,12.4,1,7,2,0,3,1,2,Family budget customers,5
63693.0,1150,63,12.21,3,6,11,6,9,1,0,High value loyal customers,26
80763.0,1415,17,12.38,1,3,5,11,6,0,1,Deal driven customers,22
65352.0,405,43,12.36,2,4,4,2,8,1,0,High value loyal customers,14
82170.0,1908,13,12.1,1,2,5,6,7,0,1,Deal driven customers,18
75759.0,2486,46,12.18,1,5,9,7,9,0,1,Deal driven customers,25
79689.0,1315,65,12.64,1,2,4,9,13,0,1,Deal driven customers,26
35340.0,45,1,11.51,2,5,2,0,3,2,3,At risk customers,5
85683.0,1789,6,11.78,1,1,2,4,10,0,1,Deal driven customers,16
24884.0,19,32,13.09,1,7,0,0,3,1,2,Family budget customers,3
42021.0,573,34,13.33,5,9,10,1,6,1,0,High value loyal customers,17
64449.0,805,70,11.87,4,4,5,3,12,1,0,High value loyal customers,20
64587.0,108,49,11.53,2,3,1,1,4,2,3,At risk customers,6
34824.0,23,65,11.77,1,6,1,0,2,0,3,At risk customers,3
75437.0,1493,25,12.14,1,6,8,4,10,0,1,Deal driven customers,22
26091.0,89,84,11.85,3,5,2,1,3,2,3,At risk customers,6
52845.0,936,7,12.38,3,6,8,8,6,1,0,High value loyal customers,22
46086.0,343,34,12.16,4,4,3,1,8,1,0,High value loyal customers,12
78028.0,528,38,13.31,1,7,6,4,9,1,0,High value loyal customers,19
95169.0,1901,1,12.23,1,1,4,3,4,0,1,Deal driven customers,11
56337.0,724,25,12.76,5,8,8,5,4,2,0,High value loyal customers,17
22434.0,58,25,12.88,2,8,2,0,3,1,2,Family budget customers,5
36930.0,297,50,12.62,5,8,5,2,4,1,0,High value loyal customers,11
36130.0,488,46,12.91,6,4,3,8,4,1,0,High value loyal customers,15
65569.0,859,96,13.15,2,3,6,5,10,1,0,High value loyal customers,21
83844.0,1574,57,12.64,1,1,4,4,11,0,1,Deal driven customers,19
19514.0,69,47,11.93,4,8,3,1,2,2,3,At risk customers,6
36736.0,17,52,12.64,1,6,1,0,2,2,3,At risk customers,3
77568.0,2194,30,13.35,1,5,10,2,8,1,0,High value loyal customers,20
49187.0,116,63,11.97,1,2,1,1,5,1,3,At risk customers,7
30168.0,279,51,12.82,7,9,6,1,4,1,0,High value loyal customers,11
34053.0,103,14,13.31,1,8,3,0,3,1,2,Family budget customers,6
38196.0,44,20,11.7,3,5,2,0,4,2,3,At risk customers,6
59412.0,406,56,11.7,1,3,4,2,8,0,1,Deal driven customers,14
70924.0,1363,41,11.73,1,3,6,6,7,0,1,Deal driven customers,19
54165.0,236,72,12.59,1,2,2,1,7,0,1,Deal driven customers,10
32300.0,39,1,12.99,1,8,1,0,3,1,2,Family budget customers,4
20180.0,137,27,12.86,1,7,2,1,4,0,2,Family budget customers,7
34961.0,79,77,11.53,3,7,3,1,3,1,3,At risk customers,7
28440.0,63,87,12.48,1,8,2,0,3,1,2,Family budget customers,5
64504.0,1314,81,12.83,7,7,11,3,4,3,0,High value loyal customers,18
33564.0,71,51,11.52,1,5,1,1,3,1,3,At risk customers,5
17345.0,58,79,13.16,2,8,2,1,2,1,2,Family budget customers,5
56320.0,702,11,12.73,3,4,5,4,9,1,0,High value loyal customers,18
28647.0,94,54,12.36,1,7,2,2,2,1,2,Family budget customers,6
15038.0,80,93,12.92,2,9,2,1,2,1,2,Family budget customers,5
32173.0,22,0,12.42,1,4,1,0,3,1,2,Family budget customers,4
68316.0,1211,54,13.16,5,6,10,7,10,1,0,High value loyal customers,27
74538.0,1461,21,12.51,1,3,8,8,5,0,1,Deal driven customers,21
91700.0,1968,58,12.95,1,3,8,6,5,0,1,Deal driven customers,19
68695.0,1091,3,11.52,1,2,4,4,7,0,1,Deal driven customers,15
31056.0,55,99,12.94,1,8,1,0,3,1,2,Family budget customers,4
79593.0,1366,70,11.64,1,2,5,6,7,0,1,Deal driven customers,18
28071.0,313,65,13.34,2,8,5,1,5,0,2,Family budget customers,11
37334.0,62,44,11.84,4,4,3,0,4,2,3,At risk customers,7
46423.0,92,6,12.28,3,7,2,0,4,2,3,At risk customers,6
37126.0,72,9,11.76,1,6,1,2,2,1,3,At risk customers,5
47703.0,655,95,12.59,4,5,6,3,8,1,0,High value loyal customers,17
61180.0,704,70,11.69,2,3,5,5,6,1,1,Deal driven customers,16
38998.0,54,92,13.16,3,8,2,0,3,2,2,Family budget customers,5
8028.0,178,62,13.28,15,19,0,1,0,0,2,Family budget customers,1
76081.0,1033,85,11.61,1,2,4,5,4,0,1,Deal driven customers,13
34728.0,36,2,12.42,1,6,1,1,2,1,2,Family budget customers,4
33168.0,122,0,13.22,3,7,2,1,4,1,2,Family budget customers,7
33585.0,122,91,12.27,1,4,2,0,4,1,3,At risk customers,6
77037.0,1123,3,12.22,1,3,7,7,12,1,1,Deal driven customers,26
35196.0,497,68,13.13,6,8,6,1,5,1,0,High value loyal customers,12
44529.0,691,98,12.49,6,5,6,2,11,1,0,High value loyal customers,19
70924.0,1363,41,11.73,1,3,6,6,7,0,1,Deal driven customers,19
28764.0,12,16,11.57,1,8,1,0,2,2,3,At risk customers,3
69098.0,2440,82,12.87,1,5,7,8,9,0,1,Deal driven customers,24
25959.0,56,1,12.88,2,6,1,2,2,2,2,Family budget customers,5
27100.0,37,64,12.74,1,7,1,0,3,1,2,Family budget customers,4
70596.0,968,68,13.24,1,2,3,5,12,0,1,Deal driven customers,20
42557.0,270,98,13.34,4,8,6,1,4,1,0,High value loyal customers,11
53312.0,278,32,12.39,1,7,5,1,5,0,0,High value loyal customers,11
72228.0,1250,87,13.09,1,3,6,7,8,0,1,Deal driven customers,21
67605.0,938,84,12.75,1,1,2,8,6,0,1,Deal driven customers,16
62845.0,1178,3,13.25,11,8,3,4,10,2,0,High value loyal customers,17
65196.0,1155,34,12.44,2,5,7,6,11,2,0,High value loyal customers,24
42000.0,653,23,12.97,2,5,5,2,11,0,0,High value loyal customers,18
35860.0,49,37,11.62,2,5,1,1,2,2,3,At risk customers,4
65526.0,506,22,11.72,1,2,4,4,8,1,1,Deal driven customers,16
16860.0,38,19,13.3,3,7,1,1,3,2,2,Family budget customers,5
83528.0,1650,7,11.67,1,1,4,10,8,0,1,Deal driven customers,22
64176.0,1826,52,13.41,8,6,8,9,8,1,0,High value loyal customers,25
22304.0,18,91,13.41,1,8,1,0,2,0,2,Family budget customers,3
67023.0,906,93,11.83,1,2,3,7,13,0,1,Deal driven customers,23
32892.0,46,78,11.6,2,8,3,0,3,1,3,At risk customers,6
70713.0,1477,23,13.08,6,3,5,6,8,1,0,High value loyal customers,19
59925.0,766,83,13.08,3,6,9,2,9,1,0,High value loyal customers,20
39722.0,47,92,11.85,2,5,2,0,3,1,3,At risk customers,5
46610.0,467,4,12.45,1,6,6,1,6,0,1,Deal driven customers,13
88347.0,2116,32,12.5,1,1,4,7,9,0,1,Deal driven customers,20
87171.0,1298,27,12.67,1,2,6,7,11,0,1,Deal driven customers,24
26907.0,22,10,12.36,2,7,1,0,3,2,3,At risk customers,4
50014.0,396,9,11.94,2,5,4,1,8,1,0,High value loyal customers,13
41014.0,20,65,12.69,1,7,1,0,2,1,2,Family budget customers,3
66294.0,967,68,11.79,1,2,4,3,5,0,1,Deal driven customers,12
36715.0,357,16,13.12,6,9,7,2,4,1,0,High value loyal customers,13
79456.0,1401,12,13.36,1,3,5,6,4,0,1,Deal driven customers,15
40479.0,15,95,12.37,1,4,0,0,3,1,3,At risk customers,3
75345.0,2087,16,12.91,1,3,5,8,6,0,1,Deal driven customers,19
54233.0,981,46,12.9,4,8,11,6,5,1,0,High value loyal customers,22
24163.0,17,3,12.22,2,4,1,0,3,2,3,At risk customers,4
84460.0,523,80,12.99,0,5,9,9,4,0,1,Deal driven customers,22
43776.0,23,77,11.66,1,6,1,0,2,1,3,At risk customers,3
71691.0,1192,0,11.79,1,2,4,7,5,0,1,Deal driven customers,16
85844.0,1958,62,11.59,1,2,6,6,7,0,1,Deal driven customers,19
39190.0,133,91,11.68,2,5,2,1,4,1,3,At risk customers,7
71367.0,777,24,12.36,1,2,4,5,7,0,1,Deal driven customers,16
38578.0,73,2,12.53,3,8,3,0,3,2,3,At risk customers,6
57236.0,121,22,11.81,3,3,2,1,4,2,3,At risk customers,7
61825.0,424,56,12.4,1,4,4,2,8,1,1,Deal driven customers,14
79803.0,868,54,11.58,1,1,4,3,5,1,1,Deal driven customers,12
80910.0,756,71,13.17,1,1,3,3,8,0,1,Deal driven customers,14
27590.0,12,38,12.69,1,7,1,0,2,1,2,Family budget customers,3
56775.0,937,62,12.99,2,5,5,8,10,1,0,High value loyal customers,23
83829.0,1862,78,12.23,0,1,4,7,6,0,1,Deal driven customers,17
54210.0,367,18,12.62,2,5,4,1,7,1,0,High value loyal customers,12
38508.0,443,95,12.41,6,8,7,2,5,1,0,High value loyal customers,14
53187.0,267,66,12.18,2,5,4,1,6,1,0,High value loyal customers,11
30023.0,61,28,11.77,1,8,2,0,3,1,3,At risk customers,5
76045.0,1323,78,12.13,1,2,4,5,11,0,1,Deal driven customers,20
50870.0,63,13,11.53,1,5,2,0,3,1,3,At risk customers,5
15315.0,64,27,12.41,2,5,2,0,4,0,2,Family budget customers,6
65463.0,562,17,11.92,2,5,6,2,9,1,0,High value loyal customers,17
66480.0,312,71,11.59,7,4,4,1,7,2,0,High value loyal customers,12
76773.0,1156,79,12.85,1,1,2,2,11,0,1,Deal driven customers,15
81698.0,1104,1,12.84,1,5,8,2,5,0,1,Deal driven customers,15
54466.0,16,78,11.89,1,5,1,0,2,2,3,At risk customers,3
98777.0,2008,23,11.87,0,1,4,6,9,0,1,Deal driven customers,19
16269.0,44,75,12.34,3,8,3,0,3,1,2,Family budget customers,6
71819.0,1574,70,12.34,3,6,3,3,5,1,0,High value loyal customers,11
33569.0,63,10,12.21,1,8,1,1,2,1,2,Family budget customers,4
36262.0,426,24,12.28,1,6,3,5,3,0,1,Deal driven customers,11
22634.0,96,47,12.96,1,8,2,1,2,0,2,Family budget customers,5
47025.0,635,98,12.3,5,9,11,1,6,1,0,High value loyal customers,18
70566.0,757,4,12.24,2,3,6,5,9,1,1,Deal driven customers,20
31605.0,125,15,13.11,2,7,2,1,4,1,2,Family budget customers,7
52034.0,332,67,12.62,5,7,4,2,5,2,0,High value loyal customers,11
48526.0,135,32,12.02,1,3,2,1,4,1,3,At risk customers,7
46734.0,330,40,13.12,2,7,6,1,5,1,0,High value loyal customers,12
39552.0,384,54,13.04,7,8,6,2,5,2,0,High value loyal customers,13
86358.0,1722,78,13.4,4,8,5,3,6,2,0,High value loyal customers,14
46931.0,78,94,11.69,2,3,1,1,3,3,3,At risk customers,5
16581.0,24,51,12.97,1,4,0,0,3,0,2,Family budget customers,3
63998.0,1168,42,12.03,1,4,7,6,11,0,1,Deal driven customers,24
67381.0,957,67,12.96,4,7,2,2,9,1,0,High value loyal customers,13
25930.0,15,87,12.22,1,7,1,0,2,2,3,At risk customers,3
